ensembl,mean_failure,mean_cure,log2FC,p_value,rank_biserial,fdr,gene_symbol
ENSG00000175198,1.1042979288542836,1.2137602543188326,-0.13635403428901374,0.0009922927766731083,0.7074010327022375,0.348255885813254,PCCA
ENSG00000113569,1.498957375291921,1.5541466557209136,-0.052163289769599185,0.0009922927766731083,0.7074010327022375,0.348255885813254,NUP155
ENSG00000134910,1.872368335579013,1.9142300304512565,-0.031899934613044384,0.0009922927766731083,0.7074010327022375,0.348255885813254,STT3A
ENSG00000131480,1.6290273478850437,1.4884124425873566,0.13023646771397854,0.0010647750117918045,-0.7039586919104992,0.348255885813254,AOC2
ENSG00000069248,1.7075154276874893,1.7420488154432627,-0.028886437915724598,0.0010647750117918045,0.7039586919104992,0.348255885813254,NUP133
ENSG00000119285,1.5516874895076072,1.612244985097185,-0.055232954589552644,0.0010647750117918045,0.7039586919104992,0.348255885813254,HEATR1
ENSG00000085511,1.6082995335694859,1.6716699936685182,-0.05575394884335605,0.0010647750117918045,0.7039586919104992,0.348255885813254,MAP3K4
ENSG00000197312,1.6370085220500397,1.6776309536648795,-0.03536355336492975,0.0010647750117918045,0.7039586919104992,0.348255885813254,DDI2
ENSG00000267243,0.3012555167977306,0.07936693590611239,1.9243776338133025,0.0010713093464992818,-0.5456110154905336,0.348255885813254,ENSG00000267243
ENSG00000125740,0.5312689670961516,0.8861172272481656,-0.7380551255782056,0.0011417391525155778,0.7005163511187608,0.3534770047657157,FOSB
ENSG00000168040,1.9712216210550615,1.9204858366046085,0.037618661028478134,0.0011417391525155778,-0.7005163511187606,0.3534770047657157,FADD
ENSG00000171723,0.9001556296681833,1.0267156681717824,-0.18979034788467375,0.0012234199615043847,0.6970740103270223,0.35488645004726993,GPHN
ENSG00000024862,1.8903304977078086,1.8482994680217213,0.032439965174368715,0.0012234199615043847,-0.6970740103270223,0.35488645004726993,CCDC28A
ENSG00000124785,1.4892593111092793,0.9401216791728141,0.6636755777091331,0.0012570981691013236,-0.7383820998278829,0.35488645004726993,NRN1
ENSG00000149428,1.868824435071226,1.9231267850578964,-0.04132283481632709,0.0013100476507166775,0.693631669535284,0.35488645004726993,HYOU1
ENSG00000134262,1.7129858279373629,1.7475216378683878,-0.028797103582351994,0.0013100476507166775,0.693631669535284,0.35488645004726993,AP4B1
ENSG00000117118,2.0132110903287503,1.9763028103804041,0.02669443592382695,0.0013100476507166775,-0.693631669535284,0.35488645004726993,SDHB
ENSG00000116062,1.6725345968189729,1.7052867326955985,-0.027978285564501822,0.0014018765240600489,0.6901893287435457,0.36457200884705626,MSH6
ENSG00000188613,0.6377239586580767,0.7690302619501089,-0.27010828726995206,0.0014018765240600489,0.6901893287435457,0.36457200884705626,NANOS1
ENSG00000138674,1.9478165901398354,1.980390218166867,-0.023926891352450144,0.0014991549962989682,0.6867469879518072,0.3678021210731224,SEC31A
ENSG00000178935,1.6833305450013938,1.5975610607297333,0.07544742357709235,0.0014991549962989682,-0.6867469879518073,0.3678021210731224,ZNF552
ENSG00000163399,2.1347412616200914,2.16268188920104,-0.018760253029593197,0.0014991549962989682,0.6867469879518072,0.3678021210731224,ATP1A1
ENSG00000143799,1.976482140975509,2.0206484055694824,-0.031883394087989125,0.0016021563772120166,0.6833046471600688,0.3720149888015688,PARP1
